index,case name,i_h2i_rate,i_pci_rate,i_wpi_rate,i_ngi_rate,i_o2_volfract,i_ng_temp,i_h2_temp,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,i_sgi_rate,i_sgtemp,i_sgi_H2COratio,i_sgi_ReProRatio,o_tuy_velo,o_tuy_temp,o_burn,o_delp,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_tgt,o_coke_rt,o_hmt,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt,o_fta
2252,H2-0_PCI-0_WPI-0_NG-70_O2-24_NGT-300_H2T-0_HBT-1448_WR-195_MHB-11.4_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,24,300,0,1448,195,11.4,7,0,0,0,0,0,0,0,7.74E+04,2.22E-01,2.44E-01,5.23E-02,4.82E-01,5.23E+01,5.16E+01,5.48E+01,4.03E+02,1.18E+03,2.78E+01,1.35E+01,5.28E+01,2.47E+02,5.33E+02,1.53E+03,1.94E+01,1.43E+01,4.65E+01,8.19E+03,2.30E+03
2253,H2-0_PCI-125_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,125,0,0,24,0,0,1200,195,5.7,3,0,0,0,0,0,0,0,1.11E+05,2.14E-01,2.65E-01,2.96E-02,4.91E-01,5.53E+01,4.96E+01,1.20E+02,3.74E+02,1.06E+03,3.30E+01,8.91E+00,5.48E+01,2.47E+02,5.34E+02,1.54E+03,1.31E+01,6.57E+00,3.32E+01,8.19E+03,2.08E+03
2254,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-500_H2T-0_HBT-1600_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,500,0,1600,230,5.7,5,0,0,0,0,0,0,0,1.48E+05,2.21E-01,2.18E-01,3.56E-02,5.25E-01,4.96E+01,4.68E+01,1.34E+02,4.42E+02,1.60E+03,3.69E+01,1.14E+01,5.84E+01,2.47E+02,5.34E+02,1.53E+03,1.31E+01,1.01E+01,3.85E+01,8.19E+03,2.37E+03
2255,H2-0_PCI-0_WPI-0_NG-150_O2-21_NGT-500_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,150,21,500,0,1600,160,5.7,7,0,0,0,0,0,0,0,6.47E+04,1.97E-01,2.26E-01,1.11E-01,4.65E-01,5.34E+01,5.24E+01,5.10E+01,2.81E+02,1.69E+02,2.11E+01,2.37E+01,4.67E+01,2.47E+02,5.34E+02,1.52E+03,3.56E+01,2.51E+01,6.23E+01,8.19E+03,2.12E+03
2256,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,300,1600,195,5.7,3,0,0,0,0,0,0,0,9.23E+04,2.37E-01,2.46E-01,6.57E-02,4.52E-01,5.10E+01,4.57E+01,9.39E+01,4.66E+02,1.71E+03,2.47E+01,1.27E+01,5.00E+01,2.47E+02,5.34E+02,1.52E+03,2.25E+01,1.19E+01,4.33E+01,8.20E+03,2.55E+03
2257,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,50,0,0,0,24,0,600,1480,160,5.7,7,0,0,0,0,0,0,0,5.86E+04,2.17E-01,2.07E-01,1.49E-01,4.27E-01,4.89E+01,5.00E+01,4.46E+01,3.80E+02,1.78E+02,1.36E+01,1.99E+01,4.96E+01,2.48E+02,5.37E+02,1.47E+03,4.03E+01,3.29E+01,6.49E+01,8.20E+03,2.29E+03
2258,H2-0_PCI-125_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,125,0,0,24,0,0,1600,195,5.7,5,0,0,0,0,0,0,0,1.07E+05,2.14E-01,2.66E-01,2.93E-02,4.91E-01,5.54E+01,4.96E+01,8.45E+01,3.73E+02,1.60E+03,3.10E+01,8.23E+00,5.69E+01,2.47E+02,5.34E+02,1.54E+03,1.29E+01,6.83E+00,3.33E+01,8.20E+03,2.21E+03
2259,H2-20_PCI-0_WPI-0_NG-70_O2-29_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,70,29,300,300,1480,195,5.7,7,0,0,0,0,0,0,0,1.01E+05,2.25E-01,2.41E-01,1.08E-01,4.27E-01,5.17E+01,4.64E+01,8.17E+01,4.22E+02,1.53E+03,1.69E+01,1.61E+01,3.01E+01,2.48E+02,5.35E+02,1.47E+03,3.71E+01,1.72E+01,5.49E+01,8.20E+03,2.22E+03
2260,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-300_HBT-1600_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,300,1600,195,5.7,3,0,0,0,0,0,0,0,8.80E+04,2.11E-01,2.47E-01,6.28E-02,4.79E-01,5.39E+01,4.90E+01,9.12E+01,4.37E+02,1.41E+03,2.78E+01,1.58E+01,4.72E+01,2.47E+02,5.34E+02,1.50E+03,2.43E+01,1.24E+01,4.56E+01,8.20E+03,2.42E+03
2261,H2-0_PCI-20_WPI-0_NG-30_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,20,0,30,21,300,0,1480,230,5.7,1,0,0,0,0,0,0,0,1.51E+05,2.19E-01,2.21E-01,3.18E-02,5.28E-01,5.03E+01,4.71E+01,2.07E+02,4.36E+02,1.43E+03,3.76E+01,1.04E+01,5.78E+01,2.47E+02,5.34E+02,1.54E+03,1.18E+01,9.03E+00,3.59E+01,8.20E+03,2.33E+03
2262,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,600,1600,160,5.7,3,0,0,0,0,0,0,0,6.82E+04,2.37E-01,2.45E-01,1.25E-01,3.93E-01,5.07E+01,4.86E+01,6.69E+01,4.25E+02,1.11E+03,1.82E+01,1.97E+01,3.77E+01,2.48E+02,5.36E+02,1.48E+03,3.72E+01,2.17E+01,5.54E+01,8.20E+03,2.51E+03
2263,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,41,30,300,0,1600,195,5.7,5,0,0,0,0,0,0,0,8.47E+04,2.56E-01,2.69E-01,3.69E-02,4.38E-01,5.12E+01,4.81E+01,5.93E+01,4.77E+02,2.20E+03,3.06E+01,8.75E+00,4.79E+01,2.47E+02,5.34E+02,1.54E+03,1.27E+01,8.70E+00,3.22E+01,8.20E+03,2.77E+03
2264,H2-0_PCI-90_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,90,0,0,21,0,0,1200,230,5.7,1,0,0,0,0,0,0,0,1.64E+05,2.25E-01,2.22E-01,2.34E-02,5.30E-01,4.97E+01,4.81E+01,2.24E+02,4.17E+02,1.00E+03,3.96E+01,8.33E+00,6.13E+01,2.47E+02,5.35E+02,1.54E+03,9.17E+00,7.32E+00,3.14E+01,8.20E+03,2.03E+03
2265,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,300,1200,195,5.7,1,0,0,0,0,0,0,0,8.98E+04,2.12E-01,2.47E-01,6.30E-02,4.79E-01,5.38E+01,4.87E+01,1.24E+02,4.37E+02,8.86E+02,2.82E+01,1.59E+01,4.72E+01,2.47E+02,5.34E+02,1.50E+03,2.42E+01,1.21E+01,4.55E+01,8.20E+03,2.12E+03
2266,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,125,0,0,27,0,0,1600,195,5.7,3,0,0,0,0,0,0,0,1.19E+05,2.40E-01,2.66E-01,3.03E-02,4.64E-01,5.26E+01,4.77E+01,1.13E+02,4.03E+02,1.89E+03,3.18E+01,8.03E+00,5.36E+01,2.48E+02,5.35E+02,1.53E+03,1.20E+01,6.65E+00,3.05E+01,8.20E+03,2.30E+03
2267,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1200,195,5.7,3,0,0,0,0,0,0,0,9.20E+04,2.38E-01,2.46E-01,6.44E-02,4.52E-01,5.08E+01,4.69E+01,9.20E+01,4.66E+02,1.36E+03,2.45E+01,1.35E+01,4.92E+01,2.47E+02,5.34E+02,1.52E+03,2.33E+01,1.23E+01,4.47E+01,8.21E+03,2.43E+03
2268,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,1200,1480,160,5.7,3,0,0,0,0,0,0,0,6.99E+04,2.38E-01,2.44E-01,1.24E-01,3.94E-01,5.07E+01,4.89E+01,6.62E+01,4.24E+02,1.22E+03,1.94E+01,2.14E+01,3.40E+01,2.47E+02,5.35E+02,1.49E+03,3.75E+01,2.16E+01,5.57E+01,8.21E+03,2.62E+03
2269,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,300,0,1480,195,5.7,3,0,0,0,0,0,0,0,1.17E+05,2.35E-01,2.53E-01,8.80E-02,4.24E-01,5.19E+01,4.64E+01,1.35E+02,4.12E+02,1.75E+03,1.97E+01,1.48E+01,3.35E+01,2.48E+02,5.35E+02,1.46E+03,3.23E+01,1.34E+01,4.93E+01,8.21E+03,2.23E+03
2270,H2-0_PCI-125_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,125,0,0,24,0,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.12E+05,2.12E-01,2.67E-01,2.96E-02,4.91E-01,5.57E+01,4.96E+01,1.51E+02,3.73E+02,1.44E+03,3.14E+01,8.40E+00,5.64E+01,2.48E+02,5.35E+02,1.53E+03,1.32E+01,6.29E+00,3.26E+01,8.21E+03,2.18E+03
2271,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,1200,1600,160,5.7,3,0,0,0,0,0,0,0,6.95E+04,2.38E-01,2.44E-01,1.23E-01,3.95E-01,5.07E+01,4.94E+01,6.63E+01,4.24E+02,1.34E+03,1.86E+01,2.08E+01,3.53E+01,2.48E+02,5.36E+02,1.49E+03,3.76E+01,2.17E+01,5.61E+01,8.21E+03,2.71E+03
2272,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1448_WR-195_MHB-11.4_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,300,1448,195,11.4,5,0,0,0,0,0,0,0,7.78E+04,2.11E-01,2.47E-01,6.19E-02,4.81E-01,5.39E+01,4.95E+01,6.40E+01,4.35E+02,1.22E+03,2.74E+01,1.54E+01,4.64E+01,2.47E+02,5.35E+02,1.53E+03,2.33E+01,1.32E+01,4.68E+01,8.21E+03,2.28E+03
2273,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,40,30,300,300,1200,160,5.7,7,0,0,0,0,0,0,0,6.95E+04,2.57E-01,2.33E-01,1.16E-01,3.94E-01,4.76E+01,5.11E+01,4.09E+01,4.07E+02,4.25E+02,2.02E+01,1.99E+01,3.97E+01,2.48E+02,5.36E+02,1.50E+03,3.07E+01,2.78E+01,5.61E+01,8.21E+03,2.15E+03
2274,H2-0_PCI-30_WPI-0_NG-20_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,30,0,20,21,300,0,1480,230,5.7,7,0,0,0,0,0,0,0,1.42E+05,2.20E-01,2.23E-01,2.72E-02,5.29E-01,5.04E+01,4.72E+01,1.09E+02,4.37E+02,1.46E+03,3.90E+01,9.38E+00,5.89E+01,2.48E+02,5.36E+02,1.55E+03,1.02E+01,8.51E+00,3.36E+01,8.22E+03,2.37E+03
2275,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1600_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,600,1600,195,5.7,5,0,0,0,0,0,0,0,7.86E+04,2.11E-01,2.46E-01,6.20E-02,4.80E-01,5.39E+01,4.94E+01,6.39E+01,4.35E+02,1.47E+03,2.80E+01,1.57E+01,4.58E+01,2.48E+02,5.35E+02,1.53E+03,2.34E+01,1.32E+01,4.69E+01,8.22E+03,2.47E+03
2276,H2-0_PCI-0_WPI-0_NG-150_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,150,30,300,0,1480,195,5.7,3,0,0,0,0,0,0,0,1.20E+05,2.30E-01,2.44E-01,1.07E-01,4.19E-01,5.14E+01,4.57E+01,1.53E+02,3.88E+02,1.63E+03,1.61E+01,1.52E+01,3.03E+01,2.48E+02,5.36E+02,1.48E+03,3.80E+01,1.54E+01,5.40E+01,8.22E+03,2.12E+03
2277,H2-0_PCI-0_WPI-0_NG-70_O2-27_NGT-700_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,27,700,0,1600,195,5.7,7,0,0,0,0,0,0,0,7.93E+04,2.42E-01,2.50E-01,5.22E-02,4.56E-01,5.08E+01,5.11E+01,5.04E+01,4.31E+02,1.74E+03,2.68E+01,1.23E+01,5.14E+01,2.48E+02,5.36E+02,1.52E+03,1.82E+01,1.42E+01,4.35E+01,8.22E+03,2.59E+03
2278,H2-0_PCI-0_WPI-0_NG-70_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,30,300,0,1480,195,5.7,7,0,0,0,0,0,0,0,8.35E+04,2.69E-01,2.47E-01,5.43E-02,4.29E-01,4.78E+01,4.84E+01,5.17E+01,4.62E+02,1.79E+03,2.55E+01,1.11E+01,5.23E+01,2.48E+02,5.36E+02,1.54E+03,1.74E+01,1.35E+01,4.27E+01,8.22E+03,2.48E+03
2279,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,30,0,0,40,27,300,300,1480,195,5.7,5,0,0,0,0,0,0,0,1.41E+05,2.10E-01,2.33E-01,1.12E-01,4.45E-01,5.26E+01,4.81E+01,9.93E+01,4.11E+02,1.35E+03,1.56E+01,1.70E+01,2.62E+01,2.48E+02,5.36E+02,1.52E+03,4.04E+01,1.87E+01,6.09E+01,8.22E+03,2.16E+03
2280,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,0,30,0,300,1200,195,5.7,7,0,0,0,0,0,0,0,7.19E+04,2.61E-01,2.50E-01,5.95E-02,4.30E-01,4.89E+01,5.02E+01,4.71E+01,4.93E+02,1.44E+03,2.29E+01,1.07E+01,4.92E+01,2.48E+02,5.36E+02,1.53E+03,1.84E+01,1.59E+01,4.29E+01,8.22E+03,2.39E+03
2281,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,600,1600,160,5.7,1,0,0,0,0,0,0,0,7.49E+04,2.40E-01,2.44E-01,1.23E-01,3.93E-01,5.04E+01,4.92E+01,9.66E+01,4.26E+02,1.09E+03,1.97E+01,2.14E+01,3.56E+01,2.48E+02,5.36E+02,1.49E+03,3.70E+01,2.18E+01,5.55E+01,8.22E+03,2.51E+03
2282,H2-0_PCI-0_WPI-0_NG-150_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,150,30,300,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.21E+05,2.30E-01,2.44E-01,1.07E-01,4.19E-01,5.14E+01,4.58E+01,1.83E+02,3.87E+02,1.63E+03,1.62E+01,1.53E+01,3.00E+01,2.49E+02,5.36E+02,1.48E+03,3.81E+01,1.54E+01,5.42E+01,8.22E+03,2.12E+03
2283,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,125,0,0,27,0,0,1600,195,5.7,7,0,0,0,0,0,0,0,9.16E+04,2.40E-01,2.67E-01,2.82E-02,4.65E-01,5.27E+01,5.10E+01,5.55E+01,4.02E+02,1.87E+03,3.43E+01,8.57E+00,5.06E+01,2.48E+02,5.36E+02,1.56E+03,1.08E+01,7.94E+00,3.20E+01,8.22E+03,2.30E+03
2284,H2-0_PCI-90_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,90,0,0,27,0,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.05E+05,2.25E-01,2.82E-01,2.44E-02,4.68E-01,5.56E+01,4.89E+01,1.29E+02,4.19E+02,1.84E+03,3.40E+01,6.92E+00,4.98E+01,2.48E+02,5.36E+02,1.52E+03,1.01E+01,4.94E+00,2.54E+01,8.22E+03,2.32E+03
2285,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,125,0,0,27,0,0,1480,195,5.7,5,0,0,0,0,0,0,0,1.13E+05,2.38E-01,2.68E-01,2.99E-02,4.64E-01,5.29E+01,4.78E+01,8.11E+01,4.02E+02,1.73E+03,3.20E+01,8.05E+00,5.32E+01,2.48E+02,5.36E+02,1.54E+03,1.18E+01,6.93E+00,3.06E+01,8.23E+03,2.27E+03
2286,H2-0_PCI-10_WPI-0_NG-40_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,10,0,40,21,300,0,1480,230,5.7,5,0,0,0,0,0,0,0,1.51E+05,2.23E-01,2.16E-01,3.67E-02,5.24E-01,4.92E+01,4.61E+01,1.41E+02,4.37E+02,1.37E+03,3.70E+01,1.16E+01,5.87E+01,2.48E+02,5.36E+02,1.54E+03,1.33E+01,1.03E+01,3.89E+01,8.23E+03,2.28E+03
2287,H2-20_PCI-0_WPI-0_NG-50_O2-29_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,50,29,300,300,1480,195,5.7,3,0,0,0,0,0,0,0,1.09E+05,2.28E-01,2.47E-01,9.46E-02,4.30E-01,5.19E+01,4.72E+01,1.22E+02,4.37E+02,1.60E+03,1.94E+01,1.60E+01,3.26E+01,2.49E+02,5.37E+02,1.46E+03,3.43E+01,1.52E+01,5.20E+01,8.23E+03,2.31E+03
2288,H2-20_PCI-0_WPI-0_NG-50_O2-29_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,50,29,300,300,1480,195,5.7,5,0,0,0,0,0,0,0,1.01E+05,2.27E-01,2.48E-01,9.42E-02,4.31E-01,5.21E+01,4.72E+01,9.48E+01,4.37E+02,1.60E+03,1.89E+01,1.57E+01,3.29E+01,2.48E+02,5.36E+02,1.46E+03,3.41E+01,1.52E+01,5.21E+01,8.23E+03,2.31E+03
2289,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,125,0,0,27,0,0,1480,195,5.7,3,0,0,0,0,0,0,0,1.19E+05,2.39E-01,2.67E-01,3.03E-02,4.64E-01,5.27E+01,4.76E+01,1.12E+02,4.02E+02,1.73E+03,3.32E+01,8.39E+00,5.20E+01,2.48E+02,5.36E+02,1.53E+03,1.20E+01,6.60E+00,3.04E+01,8.23E+03,2.27E+03
2290,H2-0_PCI-175_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,175,0,0,21,0,0,1480,195,5.7,7,0,0,0,0,0,0,0,1.20E+05,2.06E-01,2.47E-01,3.65E-02,5.10E-01,5.46E+01,4.95E+01,8.56E+01,3.21E+02,9.48E+02,3.17E+01,1.10E+01,6.13E+01,2.48E+02,5.36E+02,1.56E+03,1.58E+01,9.30E+00,4.11E+01,8.23E+03,2.08E+03
2291,H2-0_PCI-0_WPI-0_NG-70_O2-30_NGT-500_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,30,500,0,1600,195,5.7,7,0,0,0,0,0,0,0,8.11E+04,2.67E-01,2.49E-01,5.36E-02,4.30E-01,4.82E+01,4.90E+01,5.02E+01,4.60E+02,1.99E+03,2.52E+01,1.08E+01,5.17E+01,2.48E+02,5.35E+02,1.53E+03,1.72E+01,1.38E+01,4.22E+01,8.23E+03,2.59E+03
2292,H2-0_PCI-60_WPI-0_NG-40_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,60,0,40,21,300,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.07E+05,1.92E-01,2.52E-01,4.56E-02,5.11E-01,5.67E+01,4.94E+01,1.51E+02,3.57E+02,9.98E+02,3.19E+01,1.36E+01,5.35E+01,2.48E+02,5.37E+02,1.54E+03,2.01E+01,8.78E+00,4.28E+01,8.23E+03,2.26E+03
2293,H2-0_PCI-90_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,90,0,0,27,0,0,1600,195,5.7,1,0,0,0,0,0,0,0,1.03E+05,2.25E-01,2.82E-01,2.43E-02,4.68E-01,5.56E+01,4.90E+01,1.29E+02,4.18E+02,2.00E+03,3.30E+01,6.74E+00,5.09E+01,2.48E+02,5.37E+02,1.53E+03,1.01E+01,4.98E+00,2.58E+01,8.23E+03,2.36E+03
2294,H2-0_PCI-0_WPI-0_NG-70_O2-27_NGT-500_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,27,500,0,1600,195,5.7,7,0,0,0,0,0,0,0,8.00E+04,2.42E-01,2.50E-01,5.23E-02,4.56E-01,5.08E+01,5.09E+01,5.07E+01,4.30E+02,1.70E+03,2.68E+01,1.22E+01,5.16E+01,2.48E+02,5.37E+02,1.52E+03,1.82E+01,1.42E+01,4.36E+01,8.23E+03,2.59E+03
2295,H2-0_PCI-90_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,90,0,0,27,0,0,1600,195,5.7,3,0,0,0,0,0,0,0,1.01E+05,2.26E-01,2.82E-01,2.43E-02,4.68E-01,5.55E+01,4.89E+01,9.45E+01,4.18E+02,2.00E+03,3.42E+01,6.94E+00,4.95E+01,2.48E+02,5.37E+02,1.54E+03,1.00E+01,5.10E+00,2.61E+01,8.23E+03,2.36E+03
2296,H2-0_PCI-150_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,150,0,0,24,0,0,1600,195,5.7,7,0,0,0,0,0,0,0,1.09E+05,2.21E-01,2.59E-01,3.23E-02,4.88E-01,5.40E+01,5.03E+01,6.70E+01,3.61E+02,1.50E+03,3.38E+01,1.01E+01,5.41E+01,2.48E+02,5.37E+02,1.55E+03,1.35E+01,8.54E+00,3.60E+01,8.23E+03,2.19E+03
2297,H2-0_PCI-80_WPI-0_NG-20_O2-27_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,80,0,20,27,300,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.12E+05,2.35E-01,2.66E-01,3.65E-02,4.62E-01,5.31E+01,4.75E+01,1.42E+02,4.14E+02,1.71E+03,3.12E+01,9.44E+00,5.08E+01,2.48E+02,5.37E+02,1.53E+03,1.43E+01,7.45E+00,3.30E+01,8.23E+03,2.66E+03
2298,H2-0_PCI-0_WPI-0_NG-150_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,150,30,300,0,1480,195,5.7,5,0,0,0,0,0,0,0,1.17E+05,2.30E-01,2.44E-01,1.07E-01,4.19E-01,5.15E+01,4.57E+01,1.22E+02,3.87E+02,1.63E+03,1.60E+01,1.50E+01,3.02E+01,2.49E+02,5.37E+02,1.48E+03,3.78E+01,1.55E+01,5.40E+01,8.23E+03,2.12E+03
2299,H2-0_PCI-90_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1600_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,90,0,0,21,0,0,1600,230,5.7,1,0,0,0,0,0,0,0,1.60E+05,2.25E-01,2.23E-01,2.33E-02,5.29E-01,4.98E+01,4.83E+01,2.30E+02,4.16E+02,1.59E+03,3.93E+01,8.34E+00,6.16E+01,2.48E+02,5.37E+02,1.55E+03,9.32E+00,7.37E+00,3.19E+01,8.23E+03,2.19E+03
2300,H2-0_PCI-90_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,90,0,0,27,0,0,1480,195,5.7,3,0,0,0,0,0,0,0,9.97E+04,2.26E-01,2.81E-01,2.45E-02,4.68E-01,5.55E+01,4.86E+01,9.44E+01,4.19E+02,1.84E+03,3.41E+01,7.04E+00,4.98E+01,2.48E+02,5.37E+02,1.54E+03,1.00E+01,5.07E+00,2.59E+01,8.23E+03,2.32E+03
2301,H2-20_PCI-0_WPI-0_NG-50_O2-29_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,50,29,300,300,1480,195,5.7,1,0,0,0,0,0,0,0,1.08E+05,2.28E-01,2.47E-01,9.41E-02,4.31E-01,5.20E+01,4.75E+01,1.54E+02,4.35E+02,1.61E+03,1.97E+01,1.62E+01,3.12E+01,2.50E+02,5.38E+02,1.47E+03,3.44E+01,1.52E+01,5.29E+01,8.23E+03,2.31E+03
