index,case name,i_h2i_rate,i_pci_rate,i_wpi_rate,i_ngi_rate,i_o2_volfract,i_ng_temp,i_h2_temp,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,i_sgi_rate,i_sgtemp,i_sgi_H2COratio,i_sgi_ReProRatio,o_tuy_velo,o_tuy_temp,o_burn,o_delp,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_tgt,o_coke_rt,o_hmt,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt,o_fta
42,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,300,0,1200,230,5.7,3,0,0,0,0,0,0,0,1.34E+05,2.57E-01,1.46E-01,4.27E-02,5.54E-01,3.62E+01,3.80E+01,3.23E+02,5.98E+02,1.83E+03,3.41E+01,1.22E+01,5.27E+01,1.51E+02,3.26E+02,8.62E+02,1.36E+01,1.27E+01,4.15E+01,5.00E+03,2.07E+03
43,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1200,230,5.7,1,0,0,0,0,0,0,0,1.35E+05,2.56E-01,1.39E-01,5.70E-02,5.48E-01,3.53E+01,3.67E+01,3.71E+02,5.75E+02,1.69E+03,3.12E+01,1.48E+01,4.82E+01,1.51E+02,3.27E+02,8.68E+02,1.72E+01,1.57E+01,4.73E+01,5.01E+03,2.00E+03
44,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1480,160,5.7,5,0,0,0,0,0,0,0,1.06E+05,1.86E-01,1.84E-01,1.21E-01,5.09E-01,4.98E+01,4.09E+01,1.77E+02,3.42E+02,1.08E+03,1.04E+01,1.66E+01,3.14E+01,1.51E+02,3.27E+02,8.76E+02,4.49E+01,2.03E+01,5.75E+01,5.01E+03,1.85E+03
45,H2-0_PCI-0_WPI-0_NG-150_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,150,21,300,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.26E+05,2.34E-01,1.30E-01,1.34E-01,5.01E-01,3.57E+01,3.51E+01,3.52E+02,4.05E+02,1.06E+03,1.67E+01,2.14E+01,3.88E+01,1.51E+02,3.27E+02,8.87E+02,3.75E+01,2.60E+01,6.51E+01,5.02E+03,1.83E+03
46,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1200,230,5.7,3,0,0,0,0,0,0,0,1.39E+05,2.55E-01,1.40E-01,5.72E-02,5.48E-01,3.54E+01,3.64E+01,3.35E+02,5.74E+02,1.68E+03,3.13E+01,1.47E+01,4.80E+01,1.51E+02,3.27E+02,8.68E+02,1.72E+01,1.57E+01,4.71E+01,5.02E+03,2.00E+03
47,H2-0_PCI-0_WPI-0_NG-150_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,150,21,300,0,1480,195,5.7,3,0,0,0,0,0,0,0,1.26E+05,2.34E-01,1.30E-01,1.34E-01,5.02E-01,3.58E+01,3.51E+01,3.16E+02,4.05E+02,1.07E+03,1.66E+01,2.14E+01,3.84E+01,1.52E+02,3.27E+02,8.89E+02,3.76E+01,2.60E+01,6.50E+01,5.02E+03,1.83E+03
48,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1480,160,5.7,3,0,0,0,0,0,0,0,1.05E+05,1.86E-01,1.85E-01,1.21E-01,5.09E-01,4.99E+01,4.11E+01,2.11E+02,3.41E+02,1.08E+03,1.03E+01,1.66E+01,3.12E+01,1.52E+02,3.28E+02,8.80E+02,4.50E+01,2.02E+01,5.75E+01,5.03E+03,1.85E+03
49,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1200,230,5.7,5,0,0,0,0,0,0,0,1.38E+05,2.54E-01,1.40E-01,5.75E-02,5.48E-01,3.55E+01,3.62E+01,3.00E+02,5.72E+02,1.68E+03,3.14E+01,1.48E+01,4.73E+01,1.52E+02,3.29E+02,8.73E+02,1.72E+01,1.57E+01,4.71E+01,5.03E+03,2.00E+03
50,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1480,160,5.7,7,0,0,0,0,0,0,0,1.06E+05,1.84E-01,1.86E-01,1.20E-01,5.09E-01,5.02E+01,4.14E+01,1.39E+02,3.40E+02,1.08E+03,1.02E+01,1.66E+01,3.08E+01,1.52E+02,3.29E+02,8.83E+02,4.48E+01,2.05E+01,5.76E+01,5.04E+03,1.85E+03
51,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,300,0,1600,160,5.7,7,0,0,0,0,0,0,0,5.93E+04,1.97E-01,2.21E-01,4.77E-02,5.35E-01,5.29E+01,4.50E+01,9.47E+01,4.41E+02,1.69E+03,2.53E+01,1.25E+01,4.84E+01,1.53E+02,3.30E+02,8.77E+02,2.11E+01,1.10E+01,3.96E+01,5.06E+03,2.28E+03
52,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,300,0,1600,160,5.7,1,0,0,0,0,0,0,0,6.77E+04,2.02E-01,2.17E-01,4.85E-02,5.32E-01,5.18E+01,4.43E+01,2.17E+02,4.46E+02,1.64E+03,2.46E+01,1.22E+01,5.26E+01,1.52E+02,3.28E+02,8.56E+02,2.14E+01,1.03E+01,3.87E+01,5.06E+03,2.28E+03
53,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1200,230,5.7,7,0,0,0,0,0,0,0,1.40E+05,2.53E-01,1.41E-01,5.75E-02,5.48E-01,3.58E+01,3.60E+01,2.65E+02,5.70E+02,1.68E+03,3.16E+01,1.49E+01,4.67E+01,1.53E+02,3.30E+02,8.78E+02,1.72E+01,1.56E+01,4.69E+01,5.06E+03,2.00E+03
54,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1200,160,5.7,7,0,0,0,0,0,0,0,9.40E+04,1.87E-01,2.06E-01,8.28E-02,5.24E-01,5.23E+01,4.38E+01,1.06E+02,3.86E+02,8.59E+02,1.61E+01,1.61E+01,3.67E+01,1.53E+02,3.31E+02,8.88E+02,3.45E+01,1.56E+01,5.24E+01,5.08E+03,1.84E+03
55,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1600,160,5.7,3,0,0,0,0,0,0,0,6.85E+04,1.98E-01,2.10E-01,6.61E-02,5.27E-01,5.15E+01,4.29E+01,1.89E+02,4.17E+02,1.53E+03,2.03E+01,1.40E+01,4.74E+01,1.54E+02,3.32E+02,8.77E+02,2.78E+01,1.28E+01,4.47E+01,5.10E+03,2.16E+03
56,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1600,160,5.7,1,0,0,0,0,0,0,0,6.77E+04,1.97E-01,2.10E-01,6.59E-02,5.27E-01,5.16E+01,4.32E+01,2.29E+02,4.17E+02,1.54E+03,2.02E+01,1.39E+01,4.73E+01,1.54E+02,3.33E+02,8.79E+02,2.79E+01,1.27E+01,4.50E+01,5.10E+03,2.16E+03
57,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,300,0,1600,160,5.7,5,0,0,0,0,0,0,0,6.38E+04,1.96E-01,2.23E-01,4.76E-02,5.34E-01,5.32E+01,4.54E+01,1.27E+02,4.39E+02,1.67E+03,2.53E+01,1.25E+01,4.91E+01,1.54E+02,3.33E+02,8.77E+02,2.16E+01,1.04E+01,3.92E+01,5.11E+03,2.28E+03
58,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1480,160,5.7,1,0,0,0,0,0,0,0,1.11E+05,1.83E-01,1.88E-01,1.19E-01,5.10E-01,5.07E+01,4.20E+01,2.43E+02,3.37E+02,1.07E+03,1.05E+01,1.68E+01,3.00E+01,1.54E+02,3.33E+02,8.98E+02,4.52E+01,2.01E+01,5.82E+01,5.11E+03,1.85E+03
59,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,41,21,300,0,1600,160,5.7,3,0,0,0,0,0,0,0,6.33E+04,1.96E-01,2.23E-01,4.76E-02,5.34E-01,5.33E+01,4.54E+01,1.69E+02,4.39E+02,1.66E+03,2.45E+01,1.21E+01,5.03E+01,1.54E+02,3.33E+02,8.78E+02,2.18E+01,1.02E+01,3.94E+01,5.12E+03,2.28E+03
60,H2-0_PCI-0_WPI-0_NG-150_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,150,21,300,0,1480,195,5.7,5,0,0,0,0,0,0,0,1.26E+05,2.29E-01,1.35E-01,1.33E-01,5.02E-01,3.71E+01,3.58E+01,2.74E+02,3.97E+02,1.07E+03,1.59E+01,2.06E+01,3.82E+01,1.55E+02,3.35E+02,9.09E+02,3.78E+01,2.56E+01,6.40E+01,5.14E+03,1.83E+03
61,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1600,160,5.7,5,0,0,0,0,0,0,0,6.77E+04,1.96E-01,2.13E-01,6.53E-02,5.27E-01,5.21E+01,4.35E+01,1.42E+02,4.14E+02,1.53E+03,2.12E+01,1.45E+01,4.57E+01,1.56E+02,3.37E+02,8.94E+02,2.78E+01,1.27E+01,4.60E+01,5.16E+03,2.16E+03
62,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,195,5.7,7,0,0,0,0,0,0,0,1.16E+05,2.50E-01,1.53E-01,1.09E-01,4.88E-01,3.79E+01,3.63E+01,2.13E+02,4.67E+02,1.34E+03,1.60E+01,1.64E+01,3.73E+01,1.56E+02,3.38E+02,9.14E+02,3.10E+01,2.11E+01,5.56E+01,5.18E+03,1.90E+03
63,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1600,160,5.7,7,0,0,0,0,0,0,0,6.61E+04,1.96E-01,2.12E-01,6.52E-02,5.27E-01,5.20E+01,4.33E+01,1.04E+02,4.11E+02,1.53E+03,2.16E+01,1.47E+01,4.42E+01,1.56E+02,3.38E+02,9.08E+02,2.72E+01,1.31E+01,4.67E+01,5.19E+03,2.16E+03
64,H2-0_PCI-0_WPI-0_NG-100_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,100,21,300,0,1480,160,5.7,7,0,0,0,0,0,0,0,1.12E+05,1.82E-01,2.01E-01,9.93E-02,5.17E-01,5.24E+01,4.36E+01,1.13E+02,3.56E+02,1.18E+03,1.25E+01,1.61E+01,3.43E+01,1.57E+02,3.40E+02,9.16E+02,4.00E+01,1.76E+01,5.67E+01,5.21E+03,1.91E+03
65,H2-0_PCI-0_WPI-0_NG-100_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,100,21,300,0,1480,160,5.7,5,0,0,0,0,0,0,0,1.15E+05,1.82E-01,2.01E-01,9.94E-02,5.17E-01,5.25E+01,4.36E+01,1.45E+02,3.56E+02,1.18E+03,1.23E+01,1.60E+01,3.51E+01,1.58E+02,3.41E+02,9.14E+02,4.05E+01,1.72E+01,5.65E+01,5.22E+03,1.91E+03
66,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1200,195,5.7,3,0,0,0,0,0,0,0,1.00E+05,2.24E-01,1.68E-01,7.58E-02,5.32E-01,4.28E+01,3.98E+01,2.62E+02,4.60E+02,1.14E+03,2.11E+01,1.57E+01,4.54E+01,1.58E+02,3.42E+02,9.19E+02,2.53E+01,1.74E+01,5.03E+01,5.24E+03,1.89E+03
67,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,160,5.7,3,0,0,0,0,0,0,0,1.03E+05,1.96E-01,2.03E-01,1.18E-01,4.84E-01,5.09E+01,4.16E+01,1.97E+02,3.64E+02,1.02E+03,9.12E+00,1.45E+01,2.56E+01,1.58E+02,3.42E+02,9.30E+02,4.31E+01,1.89E+01,5.42E+01,5.25E+03,1.82E+03
68,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,60,21,300,0,1480,160,5.7,5,0,0,0,0,0,0,0,8.30E+04,1.91E-01,2.16E-01,6.41E-02,5.28E-01,5.31E+01,4.47E+01,1.20E+02,4.05E+02,1.38E+03,2.23E+01,1.62E+01,3.93E+01,1.58E+02,3.42E+02,9.27E+02,2.81E+01,1.25E+01,4.89E+01,5.25E+03,2.08E+03
69,H2-0_PCI-0_WPI-0_NG-100_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,100,21,300,0,1480,160,5.7,3,0,0,0,0,0,0,0,9.52E+04,1.82E-01,2.02E-01,9.90E-02,5.17E-01,5.25E+01,4.38E+01,1.85E+02,3.55E+02,1.16E+03,1.38E+01,1.72E+01,3.24E+01,1.58E+02,3.42E+02,9.25E+02,4.03E+01,1.73E+01,5.69E+01,5.26E+03,1.91E+03
70,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1200,195,5.7,5,0,0,0,0,0,0,0,9.99E+04,2.24E-01,1.69E-01,7.56E-02,5.31E-01,4.31E+01,3.97E+01,2.25E+02,4.59E+02,1.13E+03,2.14E+01,1.59E+01,4.51E+01,1.59E+02,3.43E+02,9.20E+02,2.54E+01,1.74E+01,5.00E+01,5.27E+03,1.89E+03
71,H2-0_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,60,24,300,0,1200,160,5.7,7,0,0,0,0,0,0,0,9.00E+04,2.05E-01,2.28E-01,6.34E-02,5.03E-01,5.27E+01,4.39E+01,8.57E+01,4.35E+02,1.36E+03,1.89E+01,1.32E+01,3.61E+01,1.59E+02,3.44E+02,9.25E+02,2.64E+01,1.23E+01,4.52E+01,5.28E+03,2.03E+03
72,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1200,195,5.7,1,0,0,0,0,0,0,0,1.02E+05,2.24E-01,1.70E-01,7.56E-02,5.31E-01,4.31E+01,3.99E+01,2.96E+02,4.58E+02,1.12E+03,2.17E+01,1.60E+01,4.48E+01,1.59E+02,3.45E+02,9.20E+02,2.54E+01,1.73E+01,4.98E+01,5.28E+03,1.89E+03
73,H2-0_PCI-0_WPI-0_NG-100_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,100,21,300,0,1480,160,5.7,1,0,0,0,0,0,0,0,8.94E+04,1.81E-01,2.04E-01,9.82E-02,5.17E-01,5.30E+01,4.45E+01,2.18E+02,3.53E+02,1.16E+03,1.46E+01,1.79E+01,3.02E+01,1.60E+02,3.45E+02,9.30E+02,4.07E+01,1.70E+01,5.76E+01,5.29E+03,1.91E+03
74,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.16E+05,2.30E-01,1.49E-01,1.08E-01,5.12E-01,3.93E+01,3.76E+01,3.23E+02,4.22E+02,1.23E+03,1.76E+01,1.86E+01,4.49E+01,1.60E+02,3.45E+02,9.07E+02,3.33E+01,2.17E+01,5.92E+01,5.29E+03,1.90E+03
75,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1200,195,5.7,7,0,0,0,0,0,0,0,1.00E+05,2.24E-01,1.69E-01,7.56E-02,5.31E-01,4.31E+01,3.97E+01,1.88E+02,4.57E+02,1.12E+03,2.11E+01,1.57E+01,4.55E+01,1.60E+02,3.45E+02,9.26E+02,2.53E+01,1.74E+01,5.01E+01,5.29E+03,1.89E+03
76,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,195,5.7,5,0,0,0,0,0,0,0,1.21E+05,2.44E-01,1.59E-01,1.07E-01,4.89E-01,3.94E+01,3.72E+01,2.40E+02,4.57E+02,1.33E+03,1.53E+01,1.59E+01,3.61E+01,1.60E+02,3.46E+02,9.35E+02,3.15E+01,2.08E+01,5.45E+01,5.30E+03,1.90E+03
77,H2-0_PCI-0_WPI-0_NG-80_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,80,24,300,0,1200,160,5.7,7,0,0,0,0,0,0,0,9.38E+04,2.01E-01,2.21E-01,8.13E-02,4.96E-01,5.23E+01,4.37E+01,9.28E+01,4.10E+02,1.24E+03,1.52E+01,1.44E+01,3.26E+01,1.60E+02,3.46E+02,9.36E+02,3.23E+01,1.45E+01,4.97E+01,5.31E+03,1.94E+03
78,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,160,5.7,7,0,0,0,0,0,0,0,9.98E+04,1.95E-01,2.04E-01,1.17E-01,4.84E-01,5.12E+01,4.20E+01,1.20E+02,3.61E+02,1.02E+03,9.47E+00,1.47E+01,2.48E+01,1.60E+02,3.46E+02,9.42E+02,4.27E+01,1.88E+01,5.48E+01,5.31E+03,1.82E+03
79,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,160,5.7,5,0,0,0,0,0,0,0,1.00E+05,1.95E-01,2.05E-01,1.17E-01,4.84E-01,5.12E+01,4.20E+01,1.55E+02,3.61E+02,1.02E+03,9.48E+00,1.47E+01,2.48E+01,1.60E+02,3.46E+02,9.42E+02,4.30E+01,1.86E+01,5.48E+01,5.31E+03,1.82E+03
80,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,41,24,300,0,1200,160,5.7,3,0,0,0,0,0,0,0,8.06E+04,2.07E-01,2.38E-01,4.66E-02,5.08E-01,5.36E+01,4.58E+01,1.40E+02,4.54E+02,1.45E+03,2.56E+01,1.28E+01,3.58E+01,1.61E+02,3.48E+02,9.42E+02,2.09E+01,9.24E+00,3.98E+01,5.34E+03,2.13E+03
81,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1480,160,5.7,1,0,0,0,0,0,0,0,7.56E+04,1.91E-01,2.09E-01,8.15E-02,5.18E-01,5.22E+01,4.39E+01,2.18E+02,3.83E+02,1.15E+03,1.71E+01,1.52E+01,4.49E+01,1.61E+02,3.48E+02,9.26E+02,3.42E+01,1.46E+01,5.10E+01,5.35E+03,1.99E+03
82,H2-0_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,60,24,300,0,1200,160,5.7,3,0,0,0,0,0,0,0,8.58E+04,2.03E-01,2.31E-01,6.33E-02,5.03E-01,5.32E+01,4.50E+01,1.49E+02,4.30E+02,1.36E+03,1.99E+01,1.40E+01,3.32E+01,1.61E+02,3.49E+02,9.49E+02,2.72E+01,1.14E+01,4.61E+01,5.35E+03,2.03E+03
83,H2-0_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,60,24,300,0,1200,160,5.7,1,0,0,0,0,0,0,0,8.62E+04,2.03E-01,2.31E-01,6.34E-02,5.03E-01,5.31E+01,4.50E+01,1.92E+02,4.31E+02,1.34E+03,2.15E+01,1.49E+01,3.19E+01,1.61E+02,3.49E+02,9.41E+02,2.72E+01,1.15E+01,4.57E+01,5.35E+03,2.03E+03
84,H2-0_PCI-0_WPI-0_NG-80_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,80,24,300,0,1200,160,5.7,5,0,0,0,0,0,0,0,9.40E+04,2.00E-01,2.23E-01,8.10E-02,4.96E-01,5.26E+01,4.41E+01,1.22E+02,4.08E+02,1.23E+03,1.60E+01,1.50E+01,3.16E+01,1.61E+02,3.49E+02,9.40E+02,3.27E+01,1.39E+01,4.98E+01,5.35E+03,1.94E+03
85,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,41,24,300,0,1200,160,5.7,5,0,0,0,0,0,0,0,7.50E+04,2.06E-01,2.39E-01,4.63E-02,5.09E-01,5.37E+01,4.61E+01,9.86E+01,4.53E+02,1.46E+03,2.53E+01,1.27E+01,3.59E+01,1.62E+02,3.49E+02,9.51E+02,2.07E+01,9.40E+00,4.04E+01,5.36E+03,2.13E+03
86,H2-0_PCI-0_WPI-0_NG-100_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,100,24,300,0,1200,160,5.7,3,0,0,0,0,0,0,0,1.14E+05,1.96E-01,2.15E-01,9.82E-02,4.90E-01,5.23E+01,4.33E+01,1.71E+02,3.84E+02,1.13E+03,1.10E+01,1.38E+01,3.11E+01,1.62E+02,3.49E+02,9.40E+02,3.84E+01,1.59E+01,5.27E+01,5.36E+03,1.87E+03
87,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1600,160,5.7,3,0,0,0,0,0,0,0,9.92E+04,1.83E-01,1.94E-01,1.17E-01,5.06E-01,5.15E+01,4.27E+01,1.89E+02,3.33E+02,1.16E+03,1.18E+01,1.75E+01,3.33E+01,1.62E+02,3.50E+02,9.46E+02,4.50E+01,1.89E+01,5.95E+01,5.36E+03,1.91E+03
88,H2-0_PCI-0_WPI-0_NG-120_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,120,24,300,0,1200,160,5.7,1,0,0,0,0,0,0,0,8.69E+04,1.94E-01,2.06E-01,1.16E-01,4.84E-01,5.15E+01,4.25E+01,2.25E+02,3.59E+02,1.01E+03,9.33E+00,1.45E+01,2.56E+01,1.62E+02,3.50E+02,9.49E+02,4.32E+01,1.83E+01,5.50E+01,5.37E+03,1.82E+03
89,H2-0_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,60,24,300,0,1200,160,5.7,5,0,0,0,0,0,0,0,9.45E+04,2.02E-01,2.32E-01,6.30E-02,5.03E-01,5.34E+01,4.53E+01,1.10E+02,4.29E+02,1.35E+03,2.25E+01,1.52E+01,2.95E+01,1.62E+02,3.50E+02,9.50E+02,2.70E+01,1.16E+01,4.63E+01,5.37E+03,2.03E+03
90,H2-0_PCI-0_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,120,21,300,0,1600,160,5.7,1,0,0,0,0,0,0,0,9.98E+04,1.82E-01,1.95E-01,1.16E-01,5.07E-01,5.16E+01,4.29E+01,2.26E+02,3.32E+02,1.17E+03,1.22E+01,1.78E+01,3.18E+01,1.62E+02,3.51E+02,9.51E+02,4.50E+01,1.89E+01,5.98E+01,5.38E+03,1.91E+03
91,H2-0_PCI-0_WPI-0_NG-80_O2-24_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,80,24,300,0,1200,160,5.7,3,0,0,0,0,0,0,0,9.04E+04,1.99E-01,2.24E-01,8.04E-02,4.97E-01,5.29E+01,4.43E+01,1.59E+02,4.06E+02,1.23E+03,1.69E+01,1.55E+01,2.96E+01,1.62E+02,3.51E+02,9.43E+02,3.30E+01,1.36E+01,5.00E+01,5.38E+03,1.94E+03
